Player,Age,Year,Tm,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_per36,GS_per36,MP_per36,FG_per36,FGA_per36,3P_per36,3PA_per36,2P_per36,2PA_per36,FT_per36,FTA_per36,ORB_per36,DRB_per36,TRB_per36,AST_per36,STL_per36,BLK_per36,TOV_per36,PF_per36,PTS_per36,Cluster,PC1,PC2,PC3
Khem Birch,29,2022,TOR,C,55,28,991,97,200,0,14,97,186,53,71,122,117,239,56,30,26,29,104,247,1.9979818365287587,1.01715438950555,36.0,3.5237134207870837,7.265388496468214,0.0,0.508577194752775,3.5237134207870837,6.756811301715439,1.9253279515640767,2.579212916246216,4.431886982845611,4.250252270433905,8.682139253279516,2.0343087790111,1.089808274470232,0.9445005045408678,1.053481331987891,3.778002018163471,8.972754793138245,1,-2.7271661741087163,3.770777847863833,-0.7643148802140851
Khris Middleton,29,2021,MIL,SF,68,68,2269,511,1074,151,365,360,709,212,236,54,352,406,370,74,9,178,160,1385,1.0788893785808726,1.0788893785808726,36.0,8.107536359629794,17.040105773468486,2.395769061260467,5.791097399735566,5.711767298369326,11.249008373732922,3.363596297928603,3.744380784486558,0.8567650947553989,5.584839136183341,6.441604230938739,5.8704275011018066,1.1740855002203614,0.14279418245923314,2.8241516086381666,2.5385632437197003,21.974438078448657,2,2.7110023638897434,-1.396527540880297,0.9001367995292276
Khris Middleton,30,2022,MIL,SF,66,66,2141,452,1021,162,434,290,587,259,291,41,315,356,358,76,18,190,160,1325,1.1097617935544137,1.1097617935544137,36.0,7.600186828584774,17.16767865483419,2.7239607659971976,7.297524521251752,4.876226062587576,9.870154133582437,4.3549743110695935,4.893040635217188,0.6893974778141055,5.296590378327884,5.98598785614199,6.019617001401214,1.2779075198505372,0.30266230733302196,3.1947687996263427,2.6903316207379726,22.279308734236338,2,2.804749948051179,-1.8495526301053722,0.4164585516211137
Killian Hayes,20,2022,DET,PG,66,40,1647,176,459,44,167,132,292,57,74,36,174,210,277,78,35,111,183,453,1.442622950819672,0.8743169398907104,36.0,3.846994535519126,10.032786885245901,0.9617486338797815,3.650273224043716,2.885245901639344,6.382513661202186,1.2459016393442623,1.6174863387978142,0.7868852459016393,3.8032786885245904,4.59016393442623,6.05464480874317,1.7049180327868854,0.7650273224043715,2.4262295081967213,4.0,9.901639344262296,0,-2.1150516643616486,0.2951825088226981,-0.03406589458436181
Killian Hayes,21,2023,DET,PG,76,56,2154,307,815,80,286,227,529,92,112,28,193,221,470,104,28,173,219,786,1.2701949860724233,0.935933147632312,36.0,5.13091922005571,13.621169916434539,1.3370473537604455,4.779944289693594,3.7938718662952646,8.841225626740947,1.5376044568245126,1.871866295264624,0.467966573816156,3.2256267409470754,3.6935933147632314,7.855153203342618,1.7381615598885793,0.467966573816156,2.891364902506964,3.6601671309192203,13.136490250696378,0,-0.34685356556716873,-1.0764364936841924,0.998552731228287
Klay Thompson,31,2022,GSW,SG,32,32,941,246,573,114,296,132,277,46,51,15,110,125,88,16,17,43,54,652,1.2242295430393197,1.2242295430393197,36.0,9.411264612114772,21.921360255047823,4.361317747077577,11.324123273113708,5.049946865037194,10.597236981934113,1.7598299681190224,1.951115834218916,0.5738575982996812,4.208289054197662,4.782146652497342,3.3666312433581296,0.6121147715196599,0.6503719447396387,1.645058448459086,2.065887353878852,24.943676939426144,2,1.382782628739605,-3.0702012265945835,-3.0242256895636777
Klay Thompson,32,2023,GSW,SF,69,69,2279,546,1252,301,731,245,521,116,132,39,247,286,163,49,29,123,130,1509,1.0899517332163229,1.0899517332163229,36.0,8.624835454146556,19.777095217200525,4.754716981132075,11.547169811320755,3.87011847301448,8.229925405879772,1.8323826239578764,2.0851250548486178,0.6160596752961826,3.901711276875823,4.517770952172006,2.5748135146994295,0.7740236946028961,0.4580956559894691,1.9429574374725758,2.053532250987275,23.836770513383065,2,1.1553686250752702,-3.7219793398770897,1.274793142818456
Klay Thompson,34,2024,DAL,SF,72,72,1965,361,877,216,553,145,324,67,74,44,202,246,145,50,30,88,81,1005,1.3190839694656489,1.3190839694656489,36.0,6.613740458015267,16.067175572519083,3.9572519083969464,10.131297709923665,2.65648854961832,5.93587786259542,1.2274809160305344,1.3557251908396946,0.8061068702290076,3.700763358778626,4.5068702290076335,2.65648854961832,0.916030534351145,0.549618320610687,1.6122137404580152,1.483969465648855,18.412213740458014,0,-0.7742817261258285,-3.03610787858955,1.5701751232565688
Kris Dunn,30,2024,LAC,PG,74,58,1783,192,437,75,224,117,213,15,22,53,198,251,210,128,27,74,197,474,1.4941110487941671,1.17106001121705,36.0,3.8766124509254065,8.823331463825014,1.5143017386427369,4.522714526079641,2.3623107122826696,4.300616937745373,0.3028603477285474,0.4441951766685362,1.0701065619742007,3.997756590016826,5.067863151991026,4.240044868199663,2.584408300616938,0.5451486259113852,1.4941110487941671,3.9775659001682557,9.570386988222097,0,-3.3065268129623715,0.09259774940007798,0.9883951044636331
Kris Murray,24,2024,POR,SF,69,6,1040,117,279,27,120,90,159,26,57,76,106,182,68,35,17,43,66,287,2.3884615384615384,0.2076923076923077,36.0,4.05,9.657692307692308,0.9346153846153846,4.153846153846154,3.1153846153846154,5.503846153846155,0.9,1.9730769230769232,2.6307692307692307,3.669230769230769,6.3,2.353846153846154,1.2115384615384615,0.5884615384615385,1.4884615384615385,2.2846153846153845,9.934615384615386,0,-3.017215930341091,0.9688403560483078,-0.5333366584986241
Kristaps Porziņģis,25,2021,DAL,C,43,43,1327,325,683,97,258,228,425,118,138,82,299,381,68,20,58,51,115,865,1.1665410700828938,1.1665410700828938,36.0,8.816880180859082,18.529012810851544,2.631499623210249,6.999246420497363,6.185380557648832,11.529766390354181,3.20120572720422,3.7437829691032403,2.2245666917859834,8.111529766390355,10.336096458176337,1.844762622456669,0.5425772418990203,1.5734740015071589,1.383571966842502,3.119819140919367,23.46646571213263,2,2.3248495284308914,1.2996173898020373,-1.5042529116074335
Kristaps Porziņģis,26,2022,DAL,PF,51,51,1481,352,767,78,252,274,515,248,286,102,309,411,119,37,84,81,137,1030,1.239702903443619,1.239702903443619,36.0,8.556380823767725,18.64415935178933,1.8960162052667118,6.125590817015531,6.660364618501013,12.5185685347738,6.028359216745442,6.952059419311276,2.479405806887238,7.511141120864281,9.990546927751518,2.892640108035111,0.8993923024983119,2.0418636056718436,1.9689399054692776,3.3301823092505063,25.0371370695476,2,4.087511319476709,1.7911055172838741,-1.2195385296852048
Kristaps Porziņģis,27,2023,WAS,C,65,65,2120,507,1018,137,356,370,662,354,416,114,432,546,174,58,100,137,196,1505,1.1037735849056605,1.1037735849056605,36.0,8.60943396226415,17.286792452830188,2.3264150943396227,6.0452830188679245,6.283018867924528,11.241509433962264,6.011320754716981,7.064150943396227,1.9358490566037736,7.335849056603774,9.271698113207547,2.9547169811320755,0.9849056603773585,1.6981132075471699,2.3264150943396227,3.3283018867924525,25.556603773584904,2,4.154074873573893,0.9624540424734922,0.4689723722821664
Kristaps Porziņģis,29,2024,BOS,C,42,42,1210,277,574,103,250,174,324,161,199,68,216,284,87,31,63,53,116,818,1.2495867768595041,1.2495867768595041,36.0,8.241322314049587,17.077685950413223,3.064462809917355,7.43801652892562,5.176859504132231,9.639669421487604,4.790082644628099,5.920661157024793,2.023140495867769,6.426446280991735,8.449586776859503,2.5884297520661157,0.9223140495867769,1.8743801652892562,1.5768595041322315,3.4512396694214877,24.33719008264463,2,2.3627505337849173,0.6648456724206856,-2.029355584231663
Kyle Anderson,27,2021,MEM,PF,69,69,1887,308,658,94,261,214,397,144,184,52,344,396,250,84,57,86,120,854,1.31637519872814,1.31637519872814,36.0,5.875993640699523,12.553259141494436,1.793322734499205,4.97933227344992,4.082670906200318,7.573926868044515,2.747217806041335,3.5103338632750396,0.9920508744038156,6.5627980922098565,7.5548489666136724,4.769475357710652,1.6025437201907788,1.0874403815580287,1.6406995230524641,2.289348171701113,16.292527821939586,0,0.23133697403898867,0.1657629849258351,1.086143126017268
Kyle Anderson,28,2022,MEM,PF,69,11,1484,209,469,36,109,173,360,67,105,69,299,368,183,77,45,71,108,521,1.673854447439353,0.2668463611859838,36.0,5.070080862533693,11.377358490566037,0.8733153638814016,2.6442048517520216,4.196765498652291,8.733153638814017,1.6253369272237197,2.547169811320755,1.673854447439353,7.2533692722371965,8.92722371967655,4.439353099730458,1.8679245283018868,1.091644204851752,1.7223719676549867,2.619946091644205,12.638814016172507,1,-0.966753253544342,1.8339816023006754,-0.38198173045901723
Kyle Anderson,29,2023,MIN,PF,69,46,1957,252,495,43,105,209,390,100,136,66,302,368,335,78,63,103,146,647,1.2692897291773122,0.8461931527848748,36.0,4.6356668369954015,9.10577414409811,0.7910066428206438,1.9315278487480838,3.844660194174757,7.1742462953500254,1.839550332141032,2.501788451711804,1.2141032192130812,5.555442003065917,6.769545222278999,6.162493612672458,1.4348492590700053,1.1589167092488504,1.894736842105263,2.685743484925907,11.901890648952477,0,-1.061006443641035,1.129437068799636,0.9533965976865393
Kyle Anderson,31,2024,GSW,PF,61,4,1002,142,303,25,70,117,233,48,65,53,153,206,145,40,33,37,81,357,2.1916167664670656,0.1437125748502994,36.0,5.1017964071856285,10.886227544910179,0.8982035928143712,2.5149700598802394,4.203592814371258,8.37125748502994,1.7245508982035929,2.3353293413173652,1.9041916167664672,5.497005988023952,7.401197604790418,5.209580838323353,1.437125748502994,1.18562874251497,1.3293413173652693,2.910179640718563,12.82634730538922,0,-1.4690699748106137,1.7045791364896867,-1.4033916737465908
Kyle Filipowski,21,2024,UTA,C,72,27,1522,260,518,77,220,183,298,93,143,112,328,440,140,48,22,102,171,690,1.7030223390275954,0.6386333771353483,36.0,6.149802890932983,12.252299605781864,1.821287779237845,5.2036793692509855,4.328515111695138,7.048620236530881,2.1997371879106438,3.3823915900131407,2.6491458607095923,7.758212877792379,10.407358738501971,3.3114323258869907,1.1353482260183967,0.5203679369250985,2.412614980289093,4.044678055190539,16.320630749014455,1,-0.04308474730592927,1.7783213601899788,-0.03459805923057442
Kyle Kuzma,25,2021,LAL,SF,68,32,1954,335,757,137,380,198,377,67,97,108,309,417,127,35,41,113,121,874,1.2528147389969293,0.5895598771750256,36.0,6.17195496417605,13.9467758444217,2.5240532241555784,7.00102354145343,3.6479017400204707,6.945752302968271,1.2343909928352097,1.7871033776867962,1.9897645854657113,5.69293756397134,7.682702149437053,2.339815762538383,0.6448311156601843,0.7553735926305015,2.0818833162743093,2.2292732855680653,16.102354145342886,0,-0.6663682246615243,-0.2348501291716853,0.7517241264959083
Kyle Kuzma,26,2022,WAS,PF,66,66,2204,423,936,128,375,295,561,156,219,70,491,561,233,42,57,169,128,1130,1.0780399274047188,1.0780399274047188,36.0,6.909255898366606,15.288566243194193,2.0907441016333936,6.125226860254084,4.818511796733213,9.16333938294011,2.5480943738656987,3.577132486388385,1.1433756805807622,8.019963702359346,9.16333938294011,3.805807622504537,0.6860254083484573,0.9310344827586207,2.7604355716878404,2.0907441016333936,18.457350272232304,2,1.6852804935469738,0.1219931273057862,1.2612900520155292
Kyle Kuzma,27,2023,WAS,PF,64,64,2239,512,1142,160,481,352,661,173,237,55,408,463,239,36,29,190,145,1357,1.0290308173291647,1.0290308173291647,36.0,8.232246538633317,18.361768646717287,2.572577043322912,7.733809736489504,5.659669495310406,10.62795891022778,2.7815989280928988,3.8106297454220632,0.8843233586422511,6.560071460473426,7.444394819115677,3.8427869584636,0.5788298347476553,0.4662795891022778,3.054935238945958,2.331397945511389,21.818669048682448,2,2.695065172721733,-1.2048516505611893,0.7957632584802596
Kyle Kuzma,29,2024,MIL,PF,65,62,1936,370,848,96,313,274,535,128,202,54,316,370,152,36,19,146,119,964,1.2086776859504131,1.152892561983471,36.0,6.880165289256198,15.768595041322314,1.7851239669421488,5.820247933884298,5.095041322314049,9.948347107438016,2.3801652892561984,3.756198347107438,1.0041322314049588,5.87603305785124,6.880165289256198,2.8264462809917354,0.6694214876033058,0.35330578512396693,2.714876033057851,2.212809917355372,17.925619834710744,2,1.3106070490608852,-0.5210514612414487,0.7414290411080262
Kyle Lowry,34,2021,TOR,PG,46,46,1601,260,596,131,331,129,265,140,160,35,212,247,338,45,14,126,143,791,1.0343535290443473,1.0343535290443473,36.0,5.84634603372892,13.401623985009369,2.9456589631480323,7.4428482198625865,2.900687070580887,5.958775765146783,3.1480324797001877,3.5977514053716426,0.7870081199250469,4.767020612117427,5.5540287320424735,7.600249843847596,1.0118675827607744,0.31480324797001874,2.8332292317301686,3.2154903185509056,17.78638351030606,0,0.2767316523967957,-1.6849827794879708,-1.256903843141948
Kyle Lowry,35,2022,MIA,PG,63,63,2133,276,627,144,382,132,245,148,174,33,249,282,474,67,17,168,177,844,1.0632911392405062,1.0632911392405062,36.0,4.658227848101266,10.582278481012658,2.4303797468354427,6.447257383966244,2.227848101265823,4.135021097046414,2.49789029535865,2.9367088607594933,0.5569620253164558,4.2025316455696204,4.759493670886076,8.0,1.130801687763713,0.2869198312236287,2.8354430379746836,2.9873417721518987,14.244725738396625,0,-0.7627108845204407,-1.7317319444786405,0.8140820242976318
Kyle Lowry,36,2023,MIA,PG,55,44,1718,196,485,107,310,89,175,116,135,43,182,225,281,57,21,103,143,615,1.1525029103608848,0.9220023282887078,36.0,4.10710128055879,10.162980209545983,2.2421420256111757,6.49592549476135,1.8649592549476135,3.6670547147846335,2.430733410942957,2.828870779976717,0.9010477299185099,3.813736903376019,4.714784633294528,5.888242142025611,1.1944121071012805,0.440046565774156,2.1583236321303843,2.9965075669383,12.887077997671712,0,-1.8216101086323802,-1.1912845391611506,-0.24479234223947766
Kyrie Irving,28,2021,BRK,PG,54,54,1886,549,1086,152,378,397,708,201,218,52,205,257,324,76,37,130,140,1451,1.0307529162248144,1.0307529162248144,36.0,10.47932131495228,20.729586426299043,2.9013785790031816,7.215270413573701,7.577942735949098,13.514316012725345,3.836691410392365,4.16118769883351,0.9925768822905621,3.9130434782608696,4.905620360551431,6.184517497348886,1.4506892895015908,0.7062566277836692,2.481442205726405,2.672322375397667,27.696712619300104,2,4.146059321474987,-1.9852118589966445,-1.016201206680174
Kyrie Irving,29,2022,BRK,PG,29,29,1091,289,616,100,239,189,377,118,129,16,111,127,167,41,17,73,81,796,0.9569202566452795,0.9569202566452795,36.0,9.536205316223649,20.326306141154905,3.299725022914757,7.88634280476627,6.236480293308891,12.439963336388635,3.8936755270394134,4.256645279560036,0.5279560036663612,3.6626947754353805,4.190650779101741,5.510540788267645,1.3528872593950505,0.5609532538955087,2.408799266727773,2.6727772685609534,26.265811182401468,2,2.9855869542992304,-2.352693296434599,-3.656035094152841
Kyrie Irving,30,2023,BRK,PG,60,60,2241,594,1203,188,496,406,707,247,273,59,245,304,331,66,45,128,165,1623,0.963855421686747,0.963855421686747,36.0,9.542168674698797,19.325301204819276,3.0200803212851404,7.967871485943775,6.522088353413654,11.357429718875503,3.967871485943775,4.385542168674699,0.9477911646586346,3.93574297188755,4.883534136546185,5.31726907630522,1.0602409638554215,0.7228915662650602,2.0562248995983934,2.6506024096385543,26.072289156626507,2,3.3341430354995985,-2.0999887582958143,0.15482249261135908
Kyrie Irving,32,2024,DAL,SG,50,50,1804,447,945,144,359,303,586,196,214,60,180,240,231,66,23,111,101,1234,0.9977827050997783,0.9977827050997783,36.0,8.920177383592018,18.858093126385807,2.8736141906873613,7.164079822616408,6.046563192904657,11.6940133037694,3.9113082039911307,4.270509977827051,1.1973392461197339,3.5920177383592016,4.789356984478935,4.609756097560975,1.3170731707317072,0.458980044345898,2.215077605321508,2.015521064301552,24.625277161862527,2,2.7986999376773745,-2.0858248094857093,-1.0023914753917824
Kyshawn George,21,2024,WAS,SG,68,38,1802,203,546,114,354,89,192,70,93,49,236,285,169,68,50,97,201,590,1.3584905660377358,0.7591564927857936,36.0,4.055493895671476,10.90788013318535,2.2774694783573803,7.072142064372919,1.7780244173140956,3.8357380688124305,1.3984461709211986,1.857935627081021,0.9789123196448392,4.714761376248613,5.693673695893452,3.376248612652608,1.3584905660377358,0.9988901220865705,1.9378468368479467,4.0155382907880135,11.786903440621533,0,-2.507414878505027,-0.17379688437738722,0.4238871807940875
LaMarcus Aldridge,36,2022,BRK,C,47,12,1050,252,458,14,46,238,412,89,102,73,185,258,42,14,47,44,78,607,1.6114285714285714,0.4114285714285714,36.0,8.64,15.702857142857143,0.48000000000000004,1.5771428571428572,8.16,14.125714285714286,3.0514285714285716,3.4971428571428573,2.502857142857143,6.342857142857143,8.845714285714285,1.44,0.48000000000000004,1.6114285714285714,1.5085714285714285,2.6742857142857144,20.81142857142857,1,2.009823407103851,2.8615883083665374,-2.019719469388035
LaMelo Ball,19,2021,CHO,PG,51,31,1469,293,672,92,261,201,411,125,165,63,239,302,313,81,18,145,136,803,1.2498298162014976,0.7597004765146358,36.0,7.180394826412526,16.468345813478557,2.2545949625595645,6.396187882913547,4.925799863852961,10.07215793056501,3.0633083730428865,4.04356705241661,1.5439074200136147,5.857045609257998,7.400953029271614,7.670524166099388,1.9850238257317903,0.4411164057181756,3.5534377127297483,3.33287950987066,19.678692988427503,2,1.9956115760819404,-0.5750639092308755,-2.0092064426218266
LaMelo Ball,20,2022,CHO,PG,75,75,2422,538,1254,220,565,318,689,212,243,108,393,501,571,119,30,245,237,1508,1.1147811725846408,1.1147811725846408,36.0,7.996696944673823,18.639141205615193,3.2700247729149465,8.398018166804293,4.726672171758877,10.241123038810901,3.1511147811725846,3.611890999174236,1.6052848885218827,5.841453344343517,7.446738232865401,8.487200660611066,1.7687861271676302,0.44591246903385634,3.641618497109827,3.522708505367465,22.414533443435175,2,3.0925951692497864,-1.6782161610218158,1.0766273074340629
LaMelo Ball,21,2023,CHO,PG,36,36,1268,296,721,144,383,152,338,102,122,42,189,231,304,46,11,129,118,838,1.0220820189274449,1.0220820189274449,36.0,8.40378548895899,20.470031545741325,4.0883280757097795,10.873817034700316,4.315457413249211,9.59621451104101,2.89589905362776,3.4637223974763405,1.192429022082019,5.365930599369085,6.558359621451104,8.630914826498422,1.3059936908517351,0.31230283911671924,3.662460567823344,3.3501577287066246,23.79179810725552,2,2.5885773434030797,-2.6271794881575086,-3.075769166387045
LaMelo Ball,23,2024,CHO,PG,47,47,1505,406,1003,179,528,227,475,193,229,47,185,232,346,54,13,167,157,1184,1.1242524916943522,1.1242524916943522,36.0,9.711627906976744,23.992026578073087,4.28172757475083,12.629900332225914,5.429900332225913,11.362126245847177,4.6166112956810625,5.477740863787375,1.1242524916943522,4.425249169435216,5.549501661129568,8.27641196013289,1.2916943521594684,0.3109634551495017,3.99468438538206,3.7554817275747507,28.32159468438538,2,4.613790400295147,-3.385955272719936,-2.531363356529545
Lamar Stevens,24,2022,CLE,PF,63,13,1015,156,319,18,65,138,254,53,75,47,117,164,44,31,18,41,106,383,2.2344827586206897,0.46108374384236456,36.0,5.533004926108374,11.314285714285713,0.6384236453201971,2.305418719211823,4.894581280788177,9.008866995073893,1.8798029556650246,2.660098522167488,1.6669950738916257,4.149753694581281,5.816748768472907,1.560591133004926,1.0995073891625617,0.6384236453201971,1.4541871921182268,3.7596059113300493,13.58423645320197,0,-1.4642670334204002,1.594616549741864,-1.1647144241062792
Lamar Stevens,25,2023,CLE,SF,62,25,1120,129,288,30,95,99,193,40,57,48,159,207,33,27,19,27,79,328,1.9928571428571429,0.8035714285714286,36.0,4.146428571428571,9.257142857142856,0.9642857142857142,3.053571428571429,3.1821428571428574,6.203571428571428,1.2857142857142856,1.832142857142857,1.542857142857143,5.110714285714286,6.6535714285714285,1.0607142857142857,0.8678571428571429,0.6107142857142857,0.8678571428571429,2.539285714285714,10.542857142857143,0,-2.9205422194515434,1.2587703713533742,-0.2614898040639934
Landry Shamet,23,2021,BRK,SG,61,12,1403,186,456,129,333,57,123,66,78,11,101,112,99,31,10,48,93,567,1.5652173913043477,0.30791161796151106,36.0,4.772630078403421,11.700641482537419,3.310049893086244,8.544547398431932,1.4625801853171774,3.156094084105488,1.693513898788311,2.001425516749822,0.2822523164647185,2.591589451176051,2.87384176764077,2.540270848182466,0.7954383464005702,0.25659301496792586,1.2316464718460443,2.3863150392017105,14.548823948681397,0,-2.980267498785722,-2.5404228739842565,-0.6434543196737995
Landry Shamet,24,2022,PHO,SG,69,14,1437,191,485,123,334,68,151,68,81,16,110,126,108,28,9,41,92,573,1.7286012526096033,0.35073068893528186,36.0,4.784968684759916,12.150313152400836,3.081419624217119,8.367432150313153,1.7035490605427974,3.7828810020876826,1.7035490605427974,2.0292275574112737,0.40083507306889354,2.7557411273486427,3.1565762004175366,2.705636743215031,0.7014613778705637,0.2254697286012526,1.0271398747390397,2.3048016701461376,14.354906054279748,0,-2.8538792381356703,-2.3658311088680515,-0.09382647406223023
Larry Nance Jr.,28,2021,CLE,PF,35,27,1091,128,272,41,114,87,158,30,49,54,181,235,107,61,17,55,72,327,1.154903758020165,0.8909257561869844,36.0,4.22364802933089,8.975252062328138,1.3528872593950505,3.7616865261228227,2.8707607699358384,5.213565536205317,0.9899175068744271,1.6168652612282308,1.7818515123739689,5.972502291475711,7.754353803849679,3.5307057745187898,2.0128322639780016,0.5609532538955087,1.8148487626031164,2.375802016498625,10.790100824931256,0,-2.500306158644959,0.9446799954895286,-2.1098855914182693
Larry Nance Jr.,29,2022,NOP,C,46,11,1040,129,247,23,70,106,177,40,57,72,176,248,81,43,20,37,84,321,1.5923076923076924,0.3807692307692308,36.0,4.4653846153846155,8.549999999999999,0.7961538461538462,2.423076923076923,3.669230769230769,6.126923076923077,1.3846153846153846,1.9730769230769232,2.4923076923076923,6.092307692307693,8.584615384615384,2.8038461538461537,1.4884615384615385,0.6923076923076923,1.2807692307692307,2.907692307692308,11.111538461538462,0,-2.418783883157885,2.1890522736676057,-1.7059251758785767
Larry Nance Jr.,30,2023,NOP,C,65,1,1381,186,305,14,42,172,263,55,79,106,248,354,119,56,37,42,133,441,1.6944243301955106,0.026068066618392467,36.0,4.848660391020999,7.950760318609703,0.36495293265749457,1.0948587979724838,4.483707458363505,6.85590152063722,1.433743664011586,2.059377262853005,2.7632150615496016,6.464880521361333,9.228095582910935,3.1020999275887036,1.4598117306299783,0.9645184648805214,1.0948587979724838,3.4670528602461985,11.496017378711079,1,-2.11721793285205,3.1123933561776687,-0.5250693720376929
Lauri Markkanen,23,2021,CHI,PF,51,26,1317,250,521,119,296,131,225,76,92,35,233,268,45,26,15,52,75,695,1.3940774487471528,0.7107061503416856,36.0,6.83371298405467,14.241457858769932,3.2528473804100226,8.091116173120728,3.580865603644647,6.150341685649202,2.0774487471526197,2.5148063781321186,0.9567198177676537,6.3690205011389525,7.325740318906606,1.2300683371298406,0.7107061503416856,0.4100227790432802,1.4214123006833712,2.050113895216401,18.997722095671982,0,-0.6701046332082977,-1.0359202281846451,-1.0508211649514918
Lauri Markkanen,24,2022,CLE,SF,61,61,1878,313,703,136,380,177,323,138,159,59,286,345,81,45,30,54,130,900,1.1693290734824282,1.1693290734824282,36.0,6.0,13.476038338658146,2.6070287539936103,7.284345047923322,3.3929712460063897,6.191693290734824,2.645367412140575,3.0479233226837064,1.1309904153354633,5.482428115015974,6.613418530351438,1.5527156549520766,0.8626198083067093,0.5750798722044728,1.035143769968051,2.4920127795527156,17.252396166134186,0,-0.6335504736552781,-0.7309303815911029,0.8092975978141828
Lauri Markkanen,25,2023,UTA,PF,66,66,2273,571,1145,200,511,371,634,349,399,130,440,570,123,42,38,127,137,1691,1.0453145622525297,1.0453145622525297,36.0,9.04355477342719,18.13462384513858,3.1676198856137265,8.09326880774307,5.875934887813462,10.041355037395512,5.527496700395953,6.319401671799383,2.058952925648922,6.968763748350198,9.027716673999121,1.9480862296524417,0.6652001759788826,0.601847778266608,2.0114386273647162,2.1698196216454027,26.782226132864057,2,3.7933341894563313,-0.7232036310807918,1.0025153618388916
Lauri Markkanen,27,2024,UTA,PF,47,47,1476,296,700,138,399,158,301,162,185,72,206,278,70,33,17,66,79,892,1.146341463414634,1.146341463414634,36.0,7.219512195121951,17.073170731707318,3.3658536585365852,9.731707317073171,3.8536585365853657,7.341463414634147,3.951219512195122,4.512195121951219,1.7560975609756098,5.024390243902439,6.780487804878049,1.7073170731707317,0.8048780487804879,0.41463414634146345,1.6097560975609757,1.9268292682926829,21.756097560975608,2,0.970770356877257,-1.6650847648165759,-1.013497539415056
LeBron James,36,2021,LAL,PG,45,45,1504,422,823,104,285,318,538,178,255,29,317,346,350,48,25,168,70,1126,1.077127659574468,1.077127659574468,36.0,10.101063829787234,19.699468085106382,2.4893617021276597,6.821808510638298,7.611702127659575,12.877659574468087,4.26063829787234,6.1037234042553195,0.6941489361702128,7.587765957446809,8.28191489361702,8.377659574468085,1.1489361702127658,0.5984042553191489,4.0212765957446805,1.675531914893617,26.95212765957447,2,5.335451830780531,-1.2677661130051385,-2.108628401751243
LeBron James,37,2022,LAL,C,56,56,2084,640,1221,161,448,479,773,254,336,63,396,459,349,73,59,196,121,1695,0.9673704414587332,0.9673704414587332,36.0,11.055662188099808,21.092130518234164,2.7811900191938577,7.7389635316698655,8.27447216890595,13.3531669865643,4.387715930902111,5.8042226487524,1.0882917466410749,6.840690978886756,7.928982725527831,6.028790786948177,1.2610364683301345,1.0191938579654511,3.385796545105566,2.09021113243762,29.280230326295584,2,5.682201485329811,-1.2147698746864584,-0.6739267190854046
LeBron James,38,2023,LAL,PF,55,54,1954,609,1219,121,377,488,842,251,327,65,392,457,375,50,32,178,88,1590,1.0133060388945752,0.9948822927328557,36.0,11.220061412487205,22.458546571136132,2.2292732855680653,6.945752302968271,8.99078812691914,15.512794268167859,4.624360286591607,6.024564994882293,1.1975435005117707,7.222108495394064,8.419651995905834,6.908904810644831,0.9211873080859776,0.5895598771750256,3.27942681678608,1.6212896622313204,29.293756397134086,2,6.328551776527642,-1.1125431523592486,-0.8412189642697807
LeBron James,40,2024,LAL,SF,70,70,2444,651,1270,149,396,502,874,259,331,72,474,546,575,70,39,260,99,1710,1.0310965630114566,1.0310965630114566,36.0,9.589198036006547,18.707037643207855,2.1947626841243864,5.833060556464812,7.39443535188216,12.873977086743043,3.8150572831423895,4.875613747954174,1.060556464811784,6.981996726677578,8.042553191489361,8.469721767594109,1.0310965630114566,0.5744680851063829,3.8297872340425534,1.458265139116203,25.18821603927987,2,5.033847224802835,-1.2705750385485166,1.036110876309422
Lonnie Walker IV,22,2021,SAS,SG,60,38,1522,256,609,100,282,156,327,57,70,14,141,155,101,29,15,65,101,669,1.419185282522996,0.8988173455978974,36.0,6.0551905387647835,14.40473061760841,2.3653088042049935,6.670170827858081,3.6898817345597896,7.734559789750328,1.3482260183968462,1.6557161629434953,0.33114323258869904,3.3350854139290407,3.6662286465177396,2.388961892247043,0.6859395532194481,0.354796320630749,1.5374507227332457,2.388961892247043,15.823915900131405,0,-1.2605709530704925,-1.647132884463068,-0.20314566800606682
Lonnie Walker IV,23,2022,SAS,SG,70,6,1612,311,764,111,353,200,411,116,148,18,163,181,152,44,19,71,98,849,1.5632754342431763,0.13399503722084366,36.0,6.945409429280397,17.062034739454095,2.4789081885856077,7.8833746898263035,4.4665012406947895,9.17866004962779,2.5905707196029777,3.305210918114144,0.401985111662531,3.640198511166253,4.042183622828785,3.3945409429280398,0.9826302729528537,0.42431761786600497,1.58560794044665,2.1885856079404467,18.96029776674938,0,0.10777758983213517,-1.9892287567021179,-0.5766101236661659
