Player,Age,Year,Tm,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_per36,GS_per36,MP_per36,FG_per36,FGA_per36,3P_per36,3PA_per36,2P_per36,2PA_per36,FT_per36,FTA_per36,ORB_per36,DRB_per36,TRB_per36,AST_per36,STL_per36,BLK_per36,TOV_per36,PF_per36,PTS_per36,Cluster,PC1,PC2,PC3
DeMar DeRozan,31,2021,SAS,PF,61,61,2056,455,920,19,74,436,846,387,440,40,219,259,422,56,15,119,128,1316,1.0680933852140078,1.0680933852140078,36.0,7.966926070038911,16.108949416342412,0.3326848249027237,1.2957198443579765,7.634241245136186,14.813229571984435,6.776264591439689,7.704280155642023,0.7003891050583657,3.8346303501945522,4.535019455252918,7.389105058365758,0.9805447470817121,0.26264591439688717,2.0836575875486383,2.2412451361867705,23.04280155642023,2,4.4421736843162405,-0.3946133513529213,0.03066020963733406
DeMar DeRozan,32,2022,CHI,PF,76,76,2743,774,1535,50,142,724,1393,520,593,56,336,392,374,68,24,181,178,2118,0.997448049580751,0.997448049580751,36.0,10.158220925993438,20.1458257382428,0.6562158220925993,1.863652934742982,9.502005103900839,18.28217280349982,6.824644549763033,7.782719650018229,0.7349617207437112,4.409770324462268,5.144732045205979,4.908494349252643,0.8924535180459351,0.3149835946044477,2.3755012759752097,2.3361283266496535,27.79730222384251,2,6.480515818991584,-0.5179629410318004,1.6386225323359873
DeMar DeRozan,33,2023,CHI,SF,74,74,2682,657,1303,46,142,611,1161,456,523,34,309,343,377,83,36,153,186,1816,0.9932885906040269,0.9932885906040269,36.0,8.818791946308725,17.48993288590604,0.6174496644295302,1.9060402684563758,8.201342281879194,15.583892617449663,6.120805369127517,7.02013422818792,0.4563758389261745,4.14765100671141,4.604026845637584,5.060402684563758,1.1140939597315436,0.4832214765100671,2.053691275167785,2.496644295302014,24.3758389261745,2,4.789010265292199,-0.4609774933868525,1.6333083744458972
DeMar DeRozan,35,2024,SAC,SF,77,77,2768,624,1308,84,256,540,1052,378,441,50,248,298,342,62,32,105,150,1710,1.0014450867052023,1.0014450867052023,36.0,8.115606936416185,17.01156069364162,1.092485549132948,3.329479768786127,7.023121387283237,13.682080924855493,4.916184971098266,5.735549132947977,0.6502890173410405,3.2254335260115607,3.875722543352601,4.4479768786127165,0.8063583815028902,0.41618497109826585,1.365606936416185,1.9508670520231215,22.239884393063583,2,3.2804807081036587,-1.1754578181517397,2.3845509808969965
Dean Wade,24,2021,CLE,PF,63,19,1212,134,311,78,213,56,98,30,39,38,177,215,74,35,21,30,78,376,1.8712871287128712,0.5643564356435643,36.0,3.98019801980198,9.237623762376238,2.316831683168317,6.326732673267326,1.6633663366336633,2.910891089108911,0.8910891089108911,1.1584158415841586,1.1287128712871286,5.257425742574257,6.3861386138613865,2.198019801980198,1.0396039603960396,0.6237623762376239,0.8910891089108911,2.316831683168317,11.168316831683168,0,-3.6600475782931774,-0.2123423797155943,-0.25329154550821814
Dean Wade,25,2022,CLE,PF,51,28,980,99,217,51,142,48,75,20,30,31,119,150,52,29,7,16,88,269,1.873469387755102,1.0285714285714285,36.0,3.636734693877551,7.9714285714285715,1.873469387755102,5.216326530612244,1.7632653061224488,2.7551020408163267,0.7346938775510203,1.1020408163265305,1.1387755102040815,4.371428571428571,5.510204081632653,1.9102040816326529,1.0653061224489797,0.2571428571428571,0.5877551020408164,3.2326530612244895,9.881632653061224,0,-4.25254877915189,0.14009083853051324,-0.9857334900360952
Dean Wade,28,2024,CLE,PF,59,30,1252,112,271,80,222,32,49,16,30,51,198,249,76,42,20,22,101,320,1.6964856230031948,0.8626198083067093,36.0,3.220447284345048,7.7923322683706076,2.300319488817891,6.383386581469648,0.9201277955271565,1.4089456869009584,0.46006389776357826,0.8626198083067093,1.4664536741214058,5.693290734824281,7.159744408945687,2.1853035143769968,1.207667731629393,0.5750798722044728,0.6325878594249201,2.9041533546325877,9.201277955271564,0,-4.462559013753319,0.27870647954506506,-0.10217131922750217
Deandre Ayton,22,2021,PHO,C,69,69,2115,430,687,4,20,426,667,133,173,228,499,727,99,41,81,103,196,997,1.174468085106383,1.174468085106383,36.0,7.319148936170213,11.693617021276596,0.06808510638297872,0.3404255319148936,7.251063829787235,11.353191489361702,2.2638297872340423,2.9446808510638296,3.8808510638297875,8.493617021276595,12.374468085106383,1.6851063829787234,0.6978723404255319,1.3787234042553191,1.7531914893617022,3.3361702127659574,16.97021276595745,1,1.5216199635943384,4.39950376713342,1.7884105409116544
Deandre Ayton,23,2022,PHO,C,58,58,1713,442,697,7,19,435,678,106,142,149,444,593,84,40,40,91,142,997,1.2189141856392294,1.2189141856392294,36.0,9.288966725043782,14.647985989492119,0.14711033274956217,0.3992994746059545,9.141856392294219,14.248686514886165,2.227670753064799,2.9842381786339756,3.1313485113835373,9.330998248686514,12.462346760070051,1.765323992994746,0.840630472854641,0.840630472854641,1.9124343257443082,2.9842381786339756,20.952714535901926,1,2.9468163857205476,3.8271590412851846,0.20618045023317122
Deandre Ayton,24,2023,PHO,C,67,67,2035,522,887,7,24,515,863,152,200,172,495,667,115,37,53,120,190,1203,1.1852579852579854,1.1852579852579854,36.0,9.234398034398033,15.691400491400492,0.12383292383292382,0.4245700245700246,9.11056511056511,15.266830466830466,2.688943488943489,3.538083538083538,3.0427518427518425,8.756756756756758,11.7995085995086,2.0343980343980346,0.6545454545454545,0.9375921375921376,2.122850122850123,3.361179361179361,21.281572481572482,1,3.507559928874129,3.655351412160566,1.090551080416805
Deandre Ayton,26,2024,POR,C,40,40,1206,265,468,6,32,259,436,40,60,124,282,406,64,31,39,69,88,576,1.1940298507462688,1.1940298507462688,36.0,7.91044776119403,13.970149253731343,0.1791044776119403,0.9552238805970149,7.731343283582089,13.014925373134329,1.1940298507462688,1.791044776119403,3.701492537313433,8.417910447761194,12.119402985074627,1.9104477611940298,0.9253731343283582,1.164179104477612,2.0597014925373136,2.626865671641791,17.19402985074627,1,1.3609979489638762,3.9395686591016843,-1.4594714550601673
Dejounte Murray,24,2021,SAS,PG,67,67,2139,441,974,63,199,378,775,106,134,58,415,473,363,101,7,117,135,1051,1.1276297335203367,1.1276297335203367,36.0,7.422159887798037,16.392706872370265,1.0603085553997196,3.3492286115007017,6.361851332398317,13.043478260869565,1.7840112201963534,2.2552594670406734,0.9761570827489482,6.984572230014026,7.9607293127629735,6.109396914446003,1.6998597475455821,0.11781206171107994,1.9691444600280503,2.2720897615708275,17.688639551192146,2,1.7799000079606273,0.05984327304541715,0.94994772930913
Dejounte Murray,25,2022,SAS,PG,68,68,2366,573,1241,96,294,477,947,196,247,80,483,563,627,138,23,180,138,1438,1.0346576500422655,1.0346576500422655,36.0,8.718512256973796,18.882502113271343,1.4606931530008453,4.4733727810650885,7.25781910397295,14.409129332206254,2.9822485207100593,3.758241758241758,1.2172442941673711,7.349112426035503,8.566356720202874,9.54015215553677,2.0997464074387153,0.34995773457311924,2.738799661876585,2.0997464074387153,21.879966187658496,2,4.040465094867689,-0.5074024720394231,0.7002686428778252
Dejounte Murray,26,2023,ATL,SG,74,74,2693,612,1319,133,387,479,932,158,190,53,336,389,448,112,19,160,106,1515,0.9892313405124397,0.9892313405124397,36.0,8.181210545859637,17.632380245079837,1.7779428147047902,5.1734125510583,6.403267731154846,12.458967694021537,2.112142591904939,2.5399183067211286,0.7085035276643149,4.491645005569996,5.200148533234311,5.988860007426662,1.4972150018566655,0.2539918306721129,2.138878574080951,1.4170070553286298,20.252506498328998,2,2.305157426166931,-1.8010276789479343,2.0332061821425826
Dejounte Murray,28,2024,NOP,PG,31,31,1012,194,494,52,174,142,320,102,124,17,183,200,228,63,12,106,61,542,1.1027667984189724,1.1027667984189724,36.0,6.901185770750988,17.57312252964427,1.849802371541502,6.1897233201581034,5.051383399209486,11.383399209486166,3.6284584980237153,4.41106719367589,0.6047430830039526,6.509881422924901,7.1146245059288535,8.110671936758893,2.241106719367589,0.4268774703557312,3.770750988142293,2.1699604743083003,19.280632411067195,2,2.4349116654772245,-1.0062203095666469,-3.658498180995053
Delon Wright,28,2021,DET,PG,63,39,1748,240,518,64,172,176,346,101,126,65,204,269,278,101,30,83,75,645,1.2974828375286043,0.8032036613272312,36.0,4.94279176201373,10.668192219679634,1.3180778032036613,3.54233409610984,3.6247139588100685,7.125858123569794,2.080091533180778,2.5949656750572085,1.3386727688787186,4.201372997711671,5.5400457665903895,5.725400457665904,2.080091533180778,0.6178489702517163,1.7093821510297482,1.5446224256292906,13.2837528604119,0,-1.1021612715183748,-0.38905906309628646,0.1127998240517923
Delon Wright,29,2022,ATL,SG,77,8,1452,122,269,44,116,78,153,54,63,50,170,220,188,93,19,45,56,342,1.9090909090909092,0.19834710743801653,36.0,3.024793388429752,6.669421487603306,1.0909090909090908,2.87603305785124,1.9338842975206612,3.793388429752066,1.3388429752066116,1.5619834710743803,1.2396694214876034,4.214876033057851,5.454545454545455,4.661157024793389,2.305785123966942,0.47107438016528924,1.115702479338843,1.3884297520661157,8.479338842975206,0,-3.770582331943467,-0.004070587890865648,0.33242818435801963
Delon Wright,30,2023,WAS,PG,50,14,1221,138,291,41,119,97,172,52,60,58,122,180,194,92,17,44,59,369,1.4742014742014742,0.41277641277641275,36.0,4.068796068796069,8.579852579852579,1.2088452088452089,3.5085995085995085,2.8599508599508603,5.0712530712530715,1.5331695331695332,1.769041769041769,1.71007371007371,3.597051597051597,5.3071253071253075,5.719901719901721,2.7125307125307123,0.5012285012285013,1.2972972972972974,1.7395577395577395,10.879606879606879,0,-2.7694278411709785,-0.13233847666992363,-1.608631619121389
Deni Avdija,20,2021,WAS,SF,54,32,1257,130,312,53,168,77,144,29,45,22,240,262,63,32,15,33,140,342,1.5465393794749402,0.9164677804295943,36.0,3.7231503579952268,8.935560859188543,1.5178997613365155,4.81145584725537,2.2052505966587113,4.124105011933175,0.8305489260143198,1.288782816229117,0.630071599045346,6.873508353221957,7.5035799522673035,1.8042959427207637,0.9164677804295943,0.4295942720763723,0.9451073985680191,4.009546539379475,9.794749403341289,0,-3.450143699846523,1.1166458838284454,-0.5424676900272422
Deni Avdija,21,2022,WAS,SF,82,8,1984,250,579,82,259,168,320,103,136,52,373,425,167,59,44,87,190,685,1.4879032258064515,0.14516129032258063,36.0,4.536290322580645,10.506048387096774,1.4879032258064515,4.699596774193549,3.0483870967741935,5.806451612903226,1.868951612903226,2.467741935483871,0.9435483870967742,6.768145161290323,7.711693548387096,3.030241935483871,1.0705645161290323,0.7983870967741936,1.5786290322580645,3.44758064516129,12.429435483870968,0,-1.8337214480209054,0.929270658599707,1.012808851395612
Deni Avdija,22,2023,WAS,SF,76,40,2020,253,579,69,232,184,347,122,165,74,413,487,211,65,29,123,209,697,1.3544554455445543,0.7128712871287128,36.0,4.5089108910891085,10.318811881188118,1.22970297029703,4.134653465346535,3.279207920792079,6.184158415841584,2.1742574257425744,2.9405940594059405,1.3188118811881187,7.36039603960396,8.679207920792079,3.76039603960396,1.1584158415841586,0.5168316831683168,2.1920792079207922,3.7247524752475245,12.421782178217821,0,-1.0446106017744625,1.2790194478686285,1.2112227680991159
Deni Avdija,24,2024,POR,SF,72,54,2161,402,844,125,342,277,502,290,372,110,412,522,281,71,35,196,171,1219,1.1994447015270708,0.899583526145303,36.0,6.696899583526146,14.06015733456733,2.082369273484498,5.6973623322535865,4.614530310041648,8.362795002313744,4.831096714484035,6.197130957889866,1.8324849606663582,6.863489125404905,8.695974086071264,4.681166126793151,1.182785747339195,0.5830633965756594,3.2651550208236926,2.8486811661267932,20.307265155020826,2,2.461524113305737,0.11705918300146356,0.814578842814391
Dennis Schröder,27,2021,LAL,SG,61,61,1956,332,760,71,212,261,548,206,243,30,181,211,351,70,13,163,159,941,1.1226993865030674,1.1226993865030674,36.0,6.110429447852761,13.987730061349692,1.3067484662576687,3.9018404907975457,4.803680981595092,10.085889570552146,3.791411042944785,4.47239263803681,0.5521472392638037,3.331288343558282,3.883435582822086,6.460122699386503,1.2883435582822085,0.2392638036809816,3.0,2.9263803680981595,17.319018404907975,2,1.3980747522345243,-1.1088133078687343,0.058028784442350635
Dennis Schröder,28,2022,BOS,PG,64,29,1837,312,724,86,250,226,474,157,184,34,180,214,296,53,8,143,154,867,1.2542188350571586,0.5683179096352748,36.0,6.114316820903647,14.188350571584106,1.6853565596080566,4.899292324442024,4.4289602612955905,9.28905824714208,3.076755579749592,3.6058791507893306,0.6663037561241154,3.5274904735982577,4.193794229722373,5.800762112139358,1.0386499727817093,0.15677735438214482,2.8023952095808387,3.0179640718562872,16.990745781164943,0,0.5692987413320405,-1.1891511966969242,-0.3813989039003384
Dennis Schröder,29,2023,LAL,PG,66,50,1986,270,650,74,225,196,425,216,252,21,144,165,298,50,10,112,145,830,1.1963746223564955,0.9063444108761329,36.0,4.894259818731118,11.782477341389727,1.3413897280966767,4.078549848942599,3.5528700906344413,7.70392749244713,3.915407854984894,4.56797583081571,0.3806646525679758,2.6102719033232633,2.990936555891239,5.401812688821752,0.9063444108761329,0.18126888217522658,2.0302114803625377,2.628398791540785,15.045317220543806,0,-0.16661952340581607,-1.3358466850217554,0.608808836446668
Dennis Schröder,31,2024,BRK,PG,75,49,2105,336,827,127,371,209,456,181,216,27,171,198,404,66,12,142,180,980,1.2826603325415677,0.8380047505938243,36.0,5.746318289786223,14.143467933491687,2.1719714964370547,6.344893111638955,3.574346793349169,7.798574821852732,3.0954869358669836,3.694061757719715,0.4617577197149644,2.9244655581947745,3.3862232779097385,6.909263657957244,1.1287410926365795,0.20522565320665084,2.428503562945368,3.078384798099762,16.760095011876484,0,0.26278074325623857,-2.025005205364553,0.878202928578987
Dennis Smith Jr.,25,2023,CHO,PG,54,15,1390,186,452,24,111,162,341,78,106,27,140,167,261,75,25,82,122,474,1.3985611510791367,0.38848920863309355,36.0,4.81726618705036,11.706474820143885,0.6215827338129496,2.874820143884892,4.19568345323741,8.831654676258994,2.0201438848920863,2.7453237410071942,0.6992805755395683,3.6258992805755397,4.325179856115108,6.759712230215827,1.9424460431654675,0.6474820143884892,2.1237410071942446,3.1597122302158276,12.276258992805754,0,-1.041914184832412,0.11223087452960785,-1.6034922786703563
Denzel Valentine,27,2021,CHI,SG,62,3,1036,155,416,80,242,75,174,16,17,24,173,197,105,30,7,42,70,406,2.1544401544401546,0.10424710424710425,36.0,5.386100386100386,14.455598455598455,2.7799227799227797,8.40926640926641,2.606177606177606,6.046332046332046,0.555984555984556,0.5907335907335907,0.833976833976834,6.011583011583012,6.845559845559846,3.6486486486486487,1.0424710424710426,0.24324324324324326,1.4594594594594597,2.4324324324324325,14.108108108108109,0,-2.2586322604800153,-1.087822599379987,-1.273845033267307
Derrick Favors,29,2021,UTA,C,68,0,1039,155,243,0,2,155,241,59,80,138,238,376,44,32,68,36,143,369,2.356111645813282,0.0,36.0,5.370548604427334,8.41963426371511,0.0,0.06929740134744948,5.370548604427334,8.350336862367662,2.0442733397497594,2.7718960538979784,4.781520692974014,8.246390760346486,13.0279114533205,1.5245428296438883,1.1087584215591917,2.356111645813282,1.2473532242540903,4.954764196342637,12.785370548604426,1,-1.1773327252324781,6.350709536636982,-0.7932095857270576
Derrick Jones Jr.,23,2021,POR,SF,58,43,1318,147,304,43,136,104,168,59,91,77,128,205,47,37,54,32,127,396,1.5842185128983308,1.1745068285280729,36.0,4.0151745068285285,8.303490136570561,1.1745068285280729,3.714719271623672,2.840667678300455,4.5887708649468895,1.6115326251896813,2.4855842185128987,2.103186646433991,3.496206373292868,5.599393019726858,1.283763277693475,1.0106221547799696,1.4749620637329288,0.874051593323217,3.4688922610015176,10.81638846737481,0,-2.9819207981697717,1.5512631288317498,-0.04314991163218662
Derrick Jones Jr.,27,2024,LAC,SF,77,55,1873,310,589,78,219,232,370,83,118,93,170,263,60,79,33,66,153,781,1.4799786438868128,1.0571276027762948,36.0,5.95835557928457,11.320875600640683,1.4991991457554725,4.209289909236519,4.459156433529097,7.111585691404165,1.595301655098772,2.2680192205018685,1.787506673785371,3.2674853176721834,5.0549919914575545,1.1532301121195943,1.5184196476241325,0.6342765616657768,1.2685531233315537,2.9407367859049653,15.011211959423386,0,-1.3172858859816865,0.18037660174737724,1.4038964281814756
Derrick Rose,32,2021,DET,PG,50,3,1279,287,611,50,129,237,482,110,127,20,110,130,209,49,19,78,56,734,1.4073494917904612,0.08444096950742769,36.0,8.078186082877249,17.197810789679437,1.4073494917904612,3.63096168881939,6.670836591086786,13.566849100860047,3.096168881939015,3.574667709147772,0.5629397967161844,3.096168881939015,3.6591086786551994,5.882720875684128,1.379202501954652,0.5347928068803753,2.1954652071931196,1.5762314308053167,20.659890539483975,2,1.7986460691494697,-1.233839694183975,-2.379996161669754
Derrick White,26,2021,SAS,SG,36,32,1064,186,453,84,243,102,210,97,114,13,94,107,127,26,36,45,91,553,1.218045112781955,1.0827067669172932,36.0,6.293233082706767,15.327067669172932,2.8421052631578947,8.221804511278195,3.451127819548872,7.105263157894737,3.281954887218045,3.8571428571428568,0.4398496240601504,3.180451127819549,3.6203007518796992,4.296992481203008,0.8796992481203008,1.218045112781955,1.5225563909774436,3.0789473684210527,18.710526315789473,0,-0.2462141248737962,-1.528547422564196,-2.527241181121106
Derrick White,27,2022,BOS,SG,75,52,2199,337,800,115,369,222,431,203,235,38,223,261,366,64,58,119,172,992,1.227830832196453,0.8512960436562074,36.0,5.517053206002728,13.096862210095498,1.8826739427012278,6.040927694406549,3.634379263301501,7.05593451568895,3.3233287858117326,3.847203274215553,0.6221009549795362,3.65075034106412,4.272851296043656,5.9918144611186905,1.0477489768076398,0.9495225102319236,1.9481582537517053,2.8158253751705318,16.240109140518417,0,0.07310974707075353,-1.132195637704287,1.2988325618731495
Derrick White,28,2023,BOS,SG,82,70,2319,350,758,149,391,201,367,168,192,52,241,293,321,54,76,95,177,1017,1.2729624838292366,1.0866752910737387,36.0,5.433376455368693,11.767141009055628,2.313065976714101,6.069857697283311,3.1203104786545928,5.697283311772315,2.6080206985769725,2.980595084087969,0.8072445019404917,3.741267787839586,4.548512289780078,4.983182406209574,0.8382923673997413,1.1798188874514877,1.4747736093143597,2.7477360931435966,15.787839586028461,0,-0.6775749612256498,-0.990920215495061,2.463933543489392
Derrick White,30,2024,BOS,SG,76,76,2574,424,959,265,691,159,268,135,161,67,274,341,361,72,80,131,138,1248,1.062937062937063,1.062937062937063,36.0,5.93006993006993,13.412587412587413,3.7062937062937067,9.664335664335663,2.2237762237762237,3.748251748251748,1.8881118881118881,2.2517482517482517,0.937062937062937,3.832167832167832,4.769230769230769,5.048951048951049,1.006993006993007,1.118881118881119,1.8321678321678323,1.9300699300699302,17.454545454545453,0,-0.6646525933946883,-2.563680783252998,2.5272268722153792
Desmond Bane,22,2021,MEM,SG,68,17,1519,234,499,117,271,117,228,40,49,31,179,210,118,41,16,59,125,625,1.6115865701119159,0.40289664252797897,36.0,5.545753785385122,11.826201448321264,2.772876892692561,6.422646477946017,2.772876892692561,5.403554970375247,0.9479921000658328,1.161290322580645,0.7346938775510203,4.2422646477946016,4.976958525345623,2.7965766951942066,0.9716919025674786,0.3791968400263331,1.3982883475971033,2.9624753127057275,14.812376563528638,0,-2.3240279583026022,-1.0608512253866245,-0.11849910663089584
Desmond Bane,23,2022,MEM,SG,76,76,2266,508,1101,228,523,280,578,140,155,46,288,334,208,92,29,111,196,1384,1.2074139452780228,1.2074139452780228,36.0,8.070609002647839,17.491615180935568,3.622241835834069,8.30891438658429,4.448367166813769,9.18270079435128,2.2241835834068846,2.4624889673433366,0.7308031774051192,4.575463371579876,5.306266548984995,3.3045013239188,1.4616063548102385,0.46072374227714036,1.7634598411297442,3.113857016769638,21.98764342453663,2,1.1074859656904146,-2.1171131099605787,1.5726165399080947
Desmond Bane,24,2023,MEM,SG,58,58,1841,450,939,166,407,284,532,181,205,43,248,291,254,56,22,126,150,1247,1.1341662140141229,1.1341662140141229,36.0,8.799565453557848,18.36175991309071,3.2460619228680065,7.9587180879956545,5.553503530689842,10.403041825095055,3.5393807713199346,4.00869092884302,0.8408473655621944,4.849538294405214,5.69038565996741,4.966865833785986,1.0950570342205324,0.43020097772949484,2.463878326996198,2.933188484519283,24.38457360130364,2,2.5943591863406525,-1.9106679890350216,-0.4274743718503061
Desmond Bane,26,2024,MEM,SG,69,68,2205,493,1018,164,418,329,600,177,198,62,356,418,369,80,28,169,164,1327,1.1265306122448981,1.110204081632653,36.0,8.048979591836735,16.620408163265306,2.6775510204081634,6.8244897959183675,5.371428571428571,9.795918367346939,2.889795918367347,3.2326530612244895,1.0122448979591836,5.812244897959184,6.8244897959183675,6.024489795918368,1.306122448979592,0.45714285714285713,2.7591836734693875,2.6775510204081634,21.66530612244898,2,2.244526286804962,-1.315034849882354,0.9046306107618244
Devin Booker,24,2021,PHO,SG,67,67,2270,623,1287,126,371,497,916,340,392,34,247,281,289,53,16,207,181,1712,1.062555066079295,1.062555066079295,36.0,9.880176211453744,20.410572687224672,1.9982378854625549,5.883700440528635,7.881938325991189,14.526872246696035,5.392070484581498,6.216740088105727,0.5392070484581497,3.9171806167400884,4.456387665198237,4.583259911894273,0.8405286343612335,0.2537444933920705,3.282819383259912,2.8704845814977973,27.15066079295154,2,5.119278659821117,-1.75479842683686,0.3324448116376219
Devin Booker,25,2022,PHO,SG,68,68,2345,662,1421,183,478,479,943,315,363,45,297,342,329,77,26,162,180,1822,1.0439232409381665,1.0439232409381665,36.0,10.162899786780384,21.81492537313433,2.8093816631130064,7.33816631130064,7.353518123667378,14.47675906183369,4.835820895522388,5.5727078891258,0.6908315565031984,4.559488272921109,5.250319829424307,5.050746268656717,1.182089552238806,0.3991471215351813,2.486993603411514,2.7633262260127935,27.971002132196162,2,4.871576693856193,-2.118878581242665,0.503508273109252
Devin Booker,26,2023,PHO,SG,53,53,1835,527,1067,111,316,416,751,306,358,46,194,240,293,51,18,145,159,1471,1.0397820163487739,1.0397820163487739,36.0,10.338964577656677,20.932970027247958,2.1776566757493185,6.199455040871934,8.161307901907357,14.733514986376022,6.003269754768392,7.023433242506812,0.9024523160762943,3.8059945504087196,4.708446866485013,5.7482288828337875,1.0005449591280655,0.3531335149863761,2.844686648501362,3.119346049046322,28.858855585831062,2,5.439046397933344,-1.599758376170551,-1.3245106358251093
Devin Booker,28,2024,PHO,SG,75,75,2795,654,1420,183,551,471,869,432,483,76,229,305,529,67,16,220,198,1923,0.9660107334525939,0.9660107334525939,36.0,8.42361359570662,18.28980322003578,2.3570661896243292,7.09695885509839,6.0665474060822895,11.19284436493739,5.564221824686941,6.221109123434705,0.9788908765652952,2.9495527728085866,3.9284436493738815,6.813595706618962,0.8629695885509839,0.20608228980322002,2.8336314847942754,2.550268336314848,24.76851520572451,2,4.050392779452636,-2.540203358489464,1.7558938166165048
Devin Vassell,20,2021,SAS,SF,62,7,1056,123,303,52,150,71,153,43,51,24,150,174,56,43,18,22,88,341,2.1136363636363638,0.23863636363636365,36.0,4.193181818181818,10.329545454545455,1.7727272727272727,5.113636363636364,2.4204545454545454,5.215909090909092,1.4659090909090908,1.7386363636363635,0.8181818181818182,5.113636363636364,5.931818181818182,1.9090909090909092,1.4659090909090908,0.6136363636363635,0.75,3.0,11.625,0,-3.2044198605140077,0.26762135139939397,-1.0382651595834582
Devin Vassell,21,2022,SAS,SF,71,32,1937,326,764,137,380,189,384,83,99,44,262,306,136,76,41,58,143,872,1.319566339700568,0.5947341249354673,36.0,6.0588538977800726,14.19927723283428,2.5462054723799694,7.062467733608673,3.512648425400103,7.136809499225606,1.542591636551368,1.8399586990191015,0.8177594217862675,4.869385647909138,5.687145069695405,2.5276200309757355,1.4124935467217348,0.7620030975735674,1.0779556014455343,2.6577181208053693,16.20650490449148,0,-1.1818978245432674,-0.9262716757787716,0.6404610630341643
Devin Vassell,22,2023,SAS,SG,38,32,1178,261,595,103,266,158,329,78,100,8,140,148,136,43,17,57,57,703,1.161290322580645,0.9779286926994907,36.0,7.976230899830221,18.183361629881155,3.1477079796264857,8.129032258064516,4.828522920203735,10.054329371816639,2.3837011884550083,3.0560271646859083,0.24448217317487267,4.278438030560271,4.522920203735144,4.1561969439728355,1.3140916808149405,0.5195246179966044,1.7419354838709677,1.7419354838709677,21.483870967741936,2,0.9414320055733197,-2.371578688327673,-2.4301065612435364
Devin Vassell,24,2024,SAS,SG,64,53,1983,394,889,158,429,236,460,95,120,34,221,255,183,84,33,88,108,1041,1.161875945537065,0.9621785173978821,36.0,7.1527987897125564,16.139183055975796,2.8683812405446294,7.788199697428139,4.2844175491679275,8.350983358547655,1.7246596066565811,2.178517397881997,0.6172465960665658,4.012102874432678,4.6293494704992435,3.3222390317700454,1.5249621785173977,0.5990922844175491,1.5975794251134645,1.9606656580937971,18.898638426626324,0,0.07875774626080148,-2.0570886951106684,0.4745645569736131
Devonte' Graham,25,2021,CHO,PG,55,44,1659,252,669,179,477,73,192,133,158,22,126,148,295,48,6,84,77,816,1.193490054249548,0.9547920433996384,36.0,5.468354430379747,14.517179023508138,3.884267631103074,10.350813743218808,1.5840867992766725,4.166365280289331,2.886075949367089,3.4285714285714284,0.4773960216998192,2.7341772151898733,3.2115732368896928,6.401446654611211,1.0415913200723328,0.1301989150090416,1.8227848101265822,1.6708860759493671,17.707052441229656,0,-0.8609916222437383,-3.8263842621890083,-0.47132848814367023
Devonte' Graham,26,2022,NOP,PG,76,63,2162,296,815,192,563,104,252,118,140,37,140,177,316,71,12,105,95,902,1.265494912118409,1.0490286771507864,36.0,4.928769657724329,13.570767807585568,3.1970397779833486,9.374653098982423,1.7317298797409806,4.196114708603146,1.9648473635522663,2.3311748381128585,0.6160962072155411,2.3311748381128585,2.9472710453283995,5.261794634597594,1.1822386679000925,0.1998149861239593,1.748381128584644,1.581868640148011,15.019426456984274,0,-1.482285951382918,-3.4108905805508374,1.769882405485108
Devonte' Graham,27,2023,NOP,PG,73,8,1338,161,431,119,338,42,93,98,131,19,103,122,196,45,16,53,79,539,1.9641255605381165,0.21524663677130046,36.0,4.331838565022422,11.596412556053812,3.201793721973094,9.094170403587444,1.1300448430493273,2.502242152466368,2.63677130044843,3.524663677130045,0.5112107623318386,2.7713004484304933,3.282511210762332,5.27354260089686,1.210762331838565,0.4304932735426009,1.4260089686098656,2.125560538116592,14.50224215246637,0,-2.4657562714732904,-2.6507030762418125,-0.4091420344276972
Dewayne Dedmon,32,2022,MIA,C,67,15,1065,164,290,19,47,145,243,75,100,105,281,386,47,24,42,70,174,422,2.264788732394366,0.5070422535211268,36.0,5.5436619718309865,9.80281690140845,0.6422535211267606,1.5887323943661973,4.901408450704225,8.214084507042253,2.535211267605634,3.380281690140845,3.549295774647887,9.498591549295774,13.04788732394366,1.5887323943661973,0.8112676056338028,1.419718309859155,2.366197183098592,5.881690140845071,14.264788732394365,1,-0.36645073194322214,5.273499630483993,-0.9078147827312912
Dillon Brooks,25,2021,MEM,SF,67,67,1997,432,1031,128,372,304,659,159,195,53,143,196,157,78,26,119,237,1151,1.2078117175763645,1.2078117175763645,36.0,7.787681522283425,18.585878818227343,2.3074611917876813,6.706059088632949,5.480220330495744,11.879819729594391,2.8662994491737606,3.515272909364046,0.9554331497245869,2.5778668002003005,3.533299949924887,2.8302453680520783,1.4061091637456182,0.46870305458187284,2.1452178267401103,4.272408612919379,20.74912368552829,2,1.5504102953879004,-1.306154389778598,0.30230458479577427
